    Updating crates.io index
  --> autumn-harvest-plugin/src/outbox.rs:38:9
   |
38 |         claimed_by -> Nullable<Text>,
   |         ^^^^^^^^^^
   |
   = note: this warning originates in the macro `diesel::table` (in Nightly builds, run with -Z macro-backtrace for more info)

warning: missing documentation for a struct
  --> autumn-harvest-plugin/src/outbox.rs:39:9
   |
39 |         created_at -> Timestamp,
   |         ^^^^^^^^^^
   |
   = note: this warning originates in the macro `diesel::table` (in Nightly builds, run with -Z macro-backtrace for more info)

warning: missing documentation for a variant
  --> autumn-harvest-plugin/src/preflight.rs:26:5
   |
26 |     Pass,
   |     ^^^^

warning: missing documentation for a variant
  --> autumn-harvest-plugin/src/preflight.rs:27:5
   |
27 |     Warn,
   |     ^^^^

warning: missing documentation for a variant
  --> autumn-harvest-plugin/src/preflight.rs:28:5
   |
28 |     Fail,
   |     ^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/preflight.rs:44:5
   |
44 |     pub package: &'static str,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/preflight.rs:45:5
   |
45 |     pub version: &'static str,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/preflight.rs:46:5
   |
46 |     pub core_version: &'static str,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/preflight.rs:52:5
   |
52 |     pub name: String,
   |     ^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/preflight.rs:53:5
   |
53 |     pub status: PreflightStatus,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/preflight.rs:54:5
   |
54 |     pub summary: String,
   |     ^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/preflight.rs:55:5
   |
55 |     pub remediation: Option<String>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/preflight.rs:56:5
   |
56 |     pub affected_shards: Vec<i32>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/preflight.rs:57:5
   |
57 |     pub details: Value,
   |     ^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/preflight.rs:63:5
   |
63 |     pub overall_status: PreflightStatus,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/preflight.rs:64:5
   |
64 |     pub observed_at: DateTime<Utc>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/preflight.rs:65:5
   |
65 |     pub version: PreflightVersion,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/preflight.rs:66:5
   |
66 |     pub checks: Vec<PreflightCheckResult>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a variant
  --> autumn-harvest-plugin/src/shard_health.rs:26:5
   |
26 |     Ready,
   |     ^^^^^

warning: missing documentation for a variant
  --> autumn-harvest-plugin/src/shard_health.rs:27:5
   |
27 |     Degraded,
   |     ^^^^^^^^

warning: missing documentation for a variant
  --> autumn-harvest-plugin/src/shard_health.rs:28:5
   |
28 |     Unavailable,
   |     ^^^^^^^^^^^

warning: missing documentation for a variant
  --> autumn-harvest-plugin/src/shard_health.rs:35:5
   |
35 |     Readable,
   |     ^^^^^^^^

warning: missing documentation for a variant
  --> autumn-harvest-plugin/src/shard_health.rs:36:5
   |
36 |     Writable,
   |     ^^^^^^^^

warning: missing documentation for a variant
  --> autumn-harvest-plugin/src/shard_health.rs:37:5
   |
37 |     Default,
   |     ^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:43:5
   |
43 |     pub overall_readiness: ShardReadiness,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:44:5
   |
44 |     pub observed_at: DateTime<Utc>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:45:5
   |
45 |     pub freshness_window_secs: u64,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:46:5
   |
46 |     pub candidate_shard: Option<i32>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:47:5
   |
47 |     pub shards: Vec<ShardHealthRow>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:53:5
   |
53 |     pub shard_id: i32,
   |     ^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:54:5
   |
54 |     pub roles: Vec<ShardRole>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:55:5
   |
55 |     pub candidate: bool,
   |     ^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:56:5
   |
56 |     pub reachable: bool,
   |     ^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:57:5
   |
57 |     pub active_worker_count: usize,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:58:5
   |
58 |     pub stale_worker_count: usize,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:59:5
   |
59 |     pub schema: ShardSchemaHealth,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:60:5
   |
60 |     pub worker_coverage: Vec<QueueWorkerCoverage>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:61:5
   |
61 |     pub scheduler: ShardSchedulerCoverage,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:62:5
   |
62 |     pub queue_depth: QueueDepthSummary,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:63:5
   |
63 |     pub dlq: DlqSummary,
   |     ^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:64:5
   |
64 |     pub last_health_sample_time: Option<DateTime<Utc>>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:65:5
   |
65 |     pub readiness: ShardReadiness,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:66:5
   |
66 |     pub reason_codes: Vec<String>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:67:5
   |
67 |     pub blocking_reasons: Vec<String>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:68:5
   |
68 |     pub error_summary: Option<String>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:74:5
   |
74 |     pub ready: bool,
   |     ^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:75:5
   |
75 |     pub applied_count: Option<usize>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:76:5
   |
76 |     pub missing_migrations: Vec<String>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:77:5
   |
77 |     pub error: Option<String>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:83:5
   |
83 |     pub queue: String,
   |     ^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:84:5
   |
84 |     pub ready: bool,
   |     ^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:85:5
   |
85 |     pub healthy_active: usize,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:86:5
   |
86 |     pub stale: usize,
   |     ^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:87:5
   |
87 |     pub draining: usize,
   |     ^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:88:5
   |
88 |     pub stopped: usize,
   |     ^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:89:5
   |
89 |     pub total_matching: usize,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:95:5
   |
95 |     pub enabled: bool,
   |     ^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:96:5
   |
96 |     pub ready: bool,
   |     ^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:97:5
   |
97 |     pub running: bool,
   |     ^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:98:5
   |
98 |     pub last_tick_at: Option<DateTime<Utc>>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/shard_health.rs:99:5
   |
99 |     pub tick_interval_ms: u64,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest-plugin/src/shard_health.rs:100:5
    |
100 |     pub freshness_window_secs: u64,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest-plugin/src/shard_health.rs:101:5
    |
101 |     pub schedule_count: usize,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest-plugin/src/shard_health.rs:102:5
    |
102 |     pub error: Option<String>,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest-plugin/src/shard_health.rs:108:5
    |
108 |     pub total_pending: i64,
    |     ^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest-plugin/src/shard_health.rs:109:5
    |
109 |     pub by_queue: BTreeMap<String, i64>,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest-plugin/src/shard_health.rs:110:5
    |
110 |     pub error: Option<String>,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest-plugin/src/shard_health.rs:116:5
    |
116 |     pub count: Option<i64>,
    |     ^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest-plugin/src/shard_health.rs:117:5
    |
117 |     pub error: Option<String>,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a method
  --> autumn-harvest-plugin/src/state.rs:17:5
   |
17 |     pub fn clone_inner(&self) -> DbPool {
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a method
  --> autumn-harvest-plugin/src/version_gate_retirement.rs:54:5
   |
54 |     pub const fn is_safe(self) -> bool {
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a variant
  --> autumn-harvest-plugin/src/version_gate_retirement.rs:63:5
   |
63 |     Inspected,
   |     ^^^^^^^^^

warning: missing documentation for a variant
  --> autumn-harvest-plugin/src/version_gate_retirement.rs:64:5
   |
64 |     Unavailable,
   |     ^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_gate_retirement.rs:70:5
   |
70 |     pub status: RetirementCheckStatus,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_gate_retirement.rs:73:5
   |
73 |     pub observed_at: DateTime<Utc>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_gate_retirement.rs:74:5
   |
74 |     pub filters: RetirementCheckReportFilters,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_gate_retirement.rs:78:5
   |
78 |     pub shards: Vec<RetirementShardInspection>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_gate_retirement.rs:84:5
   |
84 |     pub change_id: String,
   |     ^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_gate_retirement.rs:85:5
   |
85 |     pub min_safe_version: u32,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_gate_retirement.rs:86:5
   |
86 |     pub workflow_name: Option<String>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_gate_retirement.rs:87:5
   |
87 |     pub state_group: VersionExecutionStateGroup,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_gate_retirement.rs:88:5
   |
88 |     pub shard_id: Option<i32>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_gate_retirement.rs:94:5
   |
94 |     pub workflow_name: String,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_gate_retirement.rs:95:5
   |
95 |     pub change_id: String,
   |     ^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_gate_retirement.rs:96:5
   |
96 |     pub recorded_version: u32,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_gate_retirement.rs:97:5
   |
97 |     pub active_executions: i64,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_gate_retirement.rs:98:5
   |
98 |     pub terminal_executions: i64,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_gate_retirement.rs:99:5
   |
99 |     pub oldest_blocker_started_at: DateTime<Utc>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest-plugin/src/version_gate_retirement.rs:100:5
    |
100 |     pub newest_blocker_started_at: DateTime<Utc>,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest-plugin/src/version_gate_retirement.rs:101:5
    |
101 |     pub oldest_blocker_age_secs: i64,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest-plugin/src/version_gate_retirement.rs:102:5
    |
102 |     pub newest_blocker_age_secs: i64,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest-plugin/src/version_gate_retirement.rs:105:5
    |
105 |     pub shard_coverage: RetirementShardCoverage,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest-plugin/src/version_gate_retirement.rs:111:5
    |
111 |     pub inspected_shards: Vec<i32>,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest-plugin/src/version_gate_retirement.rs:112:5
    |
112 |     pub matched_shards: Vec<i32>,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest-plugin/src/version_gate_retirement.rs:113:5
    |
113 |     pub unavailable_shards: Vec<i32>,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest-plugin/src/version_gate_retirement.rs:119:5
    |
119 |     pub shard_id: i32,
    |     ^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest-plugin/src/version_gate_retirement.rs:120:5
    |
120 |     pub status: RetirementShardInspectionStatus,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest-plugin/src/version_gate_retirement.rs:121:5
    |
121 |     pub matched_groups: Option<usize>,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest-plugin/src/version_gate_retirement.rs:122:5
    |
122 |     pub error: Option<String>,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_usage.rs:19:5
   |
19 |     pub workflow_name: Option<String>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_usage.rs:20:5
   |
20 |     pub change_id: Option<String>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_usage.rs:21:5
   |
21 |     pub recorded_version: Option<u32>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_usage.rs:22:5
   |
22 |     pub state_group: Option<String>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_usage.rs:23:5
   |
23 |     pub shard_id: Option<i32>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for an enum
  --> autumn-harvest-plugin/src/version_usage.rs:28:1
   |
28 | pub enum VersionUsageReportStatus {
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a variant
  --> autumn-harvest-plugin/src/version_usage.rs:29:5
   |
29 |     Complete,
   |     ^^^^^^^^

warning: missing documentation for a variant
  --> autumn-harvest-plugin/src/version_usage.rs:30:5
   |
30 |     NoMatches,
   |     ^^^^^^^^^

warning: missing documentation for a variant
  --> autumn-harvest-plugin/src/version_usage.rs:31:5
   |
31 |     Partial,
   |     ^^^^^^^

warning: missing documentation for a variant
  --> autumn-harvest-plugin/src/version_usage.rs:32:5
   |
32 |     Unavailable,
   |     ^^^^^^^^^^^

warning: missing documentation for an enum
  --> autumn-harvest-plugin/src/version_usage.rs:37:1
   |
37 | pub enum VersionUsageShardInspectionStatus {
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a variant
  --> autumn-harvest-plugin/src/version_usage.rs:38:5
   |
38 |     Inspected,
   |     ^^^^^^^^^

warning: missing documentation for a variant
  --> autumn-harvest-plugin/src/version_usage.rs:39:5
   |
39 |     Unavailable,
   |     ^^^^^^^^^^^

warning: missing documentation for a struct
  --> autumn-harvest-plugin/src/version_usage.rs:43:1
   |
43 | pub struct VersionUsageReport {
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_usage.rs:44:5
   |
44 |     pub status: VersionUsageReportStatus,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_usage.rs:45:5
   |
45 |     pub observed_at: DateTime<Utc>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_usage.rs:46:5
   |
46 |     pub filters: VersionUsageReportFilters,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_usage.rs:47:5
   |
47 |     pub items: Vec<VersionUsageReportRow>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_usage.rs:48:5
   |
48 |     pub shards: Vec<VersionUsageShardInspection>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct
  --> autumn-harvest-plugin/src/version_usage.rs:52:1
   |
52 | pub struct VersionUsageReportFilters {
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_usage.rs:53:5
   |
53 |     pub workflow_name: Option<String>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_usage.rs:54:5
   |
54 |     pub change_id: Option<String>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_usage.rs:55:5
   |
55 |     pub recorded_version: Option<u32>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_usage.rs:56:5
   |
56 |     pub state_group: VersionExecutionStateGroup,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_usage.rs:57:5
   |
57 |     pub shard_id: Option<i32>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct
  --> autumn-harvest-plugin/src/version_usage.rs:61:1
   |
61 | pub struct VersionUsageReportRow {
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_usage.rs:62:5
   |
62 |     pub workflow_name: String,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_usage.rs:63:5
   |
63 |     pub change_id: String,
   |     ^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_usage.rs:64:5
   |
64 |     pub recorded_version: u32,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_usage.rs:65:5
   |
65 |     pub active_executions: i64,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_usage.rs:66:5
   |
66 |     pub terminal_executions: i64,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_usage.rs:67:5
   |
67 |     pub oldest_matching_started_at: DateTime<Utc>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_usage.rs:68:5
   |
68 |     pub newest_matching_started_at: DateTime<Utc>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_usage.rs:69:5
   |
69 |     pub oldest_matching_execution_age_secs: i64,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_usage.rs:70:5
   |
70 |     pub newest_matching_execution_age_secs: i64,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_usage.rs:71:5
   |
71 |     pub shard_coverage: VersionUsageShardCoverage,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct
  --> autumn-harvest-plugin/src/version_usage.rs:75:1
   |
75 | pub struct VersionUsageShardCoverage {
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_usage.rs:76:5
   |
76 |     pub inspected_shards: Vec<i32>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_usage.rs:77:5
   |
77 |     pub matched_shards: Vec<i32>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_usage.rs:78:5
   |
78 |     pub unavailable_shards: Vec<i32>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct
  --> autumn-harvest-plugin/src/version_usage.rs:82:1
   |
82 | pub struct VersionUsageShardInspection {
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_usage.rs:83:5
   |
83 |     pub shard_id: i32,
   |     ^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_usage.rs:84:5
   |
84 |     pub status: VersionUsageShardInspectionStatus,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/version_usage.rs:85:5
   |
